1	1945	17	0.624367101	0.990212234	1
1	1945	18	0.624023149	0.990203064	1
1	1945	19	0.624469077	0.990169641	1
1	1945	20	0.625049493	0.990295992	1
1	1945	21	0.623926687	0.990180238	1
1	1945	22	0.622647339	0.990166385	1
1	1945	23	0.626252791	0.990035948	1
1	1945	24	0.627371153	0.990801398	1
1	1945	25	0.619435463	0.989717219	1
1	1945	26	0.61752995	0.990110975	1
1	1945	27	0.6406746	0.9895142	1
1	1945	28	0.6318446	0.9938632	1
1	1945	29	0.5876927	0.9853805	1
1	1945	30	0.6099079	0.991686	1
1	1945	31	0.6411443	0.9864855	1
1	1945	32	0.6229513	0.9871807	1
1	1945	33	0.5927767	0.9874328	1
1	1945	34	0.5851624	0.9913195	1
1	1945	35	0.5751754	0.9835724	1
1	1945	36	0.6372494	0.9814481	1
1	1945	37	0.6707724	0.9906732	1
1	1945	38	0.7641567	0.9886497	1
1	1945	39	0.7490056	0.9925652	1
1	1945	40	0.7096207	0.9843654	1
1	1945	41	0.7519001	0.9885139	1
1	1945	42	0.7170225	0.9738101	1
1	1945	43	0.6856392	0.9758686	1
1	1945	44	0.7127606	0.9864656	1
1	1945	45	0.7114228	0.9620345	1
1	1945	46	0.6661261	0.975386	1
1	1945	47	0.6972769	0.9724921	1
1	1945	48	0.7353365	0.9873025	1
1	1945	49	0.6616693	0.977608	1
1	1945	50	0.6723353	0.9580166	1
1	1945	51	0.6474234	0.9731339	1
1	1945	52	0.6339201	0.9655346	1
1	1945	53	0.6049746	0.9673978	1
1	1945	54	0.5841637	0.9647411	1
1	1945	55	0.6407292	0.9466785	1
1	1945	56	0.5491632	0.939298	1
1	1945	57	0.557509	0.9352894	1
1	1945	58	0.5325454	0.9491208	1
1	1945	59	0.5340269	0.9360842	1
1	1945	60	0.5333146	0.9286832	1
1	1945	61	0.5290876	0.9621032	1
1	1955	17	0.6115381	0.9970605	1
1	1955	18	0.6051032	0.9965661	1
1	1955	19	0.556494	1	1
1	1955	20	0.5931935	0.9898636	1
1	1955	21	0.5411509	0.9907867	1
1	1955	22	0.5794997	0.992514	1
1	1955	23	0.6055949	0.9910514	1
1	1955	24	0.5799945	0.9904329	1
1	1955	25	0.5914962	0.985485	1
1	1955	26	0.6919068	0.9910605	1
1	1955	27	0.7327703	0.9936837	1
1	1955	28	0.8122826	0.9924964	1
1	1955	29	0.8200817	0.9918512	1
1	1955	30	0.7898125	0.9947267	1
1	1955	31	0.7920848	0.9960016	1
1	1955	32	0.8001342	0.993772	1
1	1955	33	0.8081276	0.9937147	1
1	1955	34	0.7949102	0.9932607	1
1	1955	35	0.7791812	0.9937233	1
1	1955	36	0.7688931	0.9912593	1
1	1955	37	0.7500085	0.9917675	1
1	1955	38	0.7340772	0.9787718	1
1	1955	39	0.7323223	0.984468	1
1	1955	40	0.7201926	0.9783307	1
1	1955	41	0.6981455	0.9760396	1
1	1955	42	0.7530912	0.9884321	1
1	1955	43	0.6964983	0.9802294	1
1	1955	44	0.7154676	0.9816132	1
1	1955	45	0.6585131	0.9853352	1
1	1955	46	0.6497564	0.980979	1
1	1955	47	0.6677644	0.9690863	1
1	1955	48	0.6617954	0.9800126	1
1	1955	49	0.6244865	0.9713321	1
1	1955	50	0.5824049	0.9569218	1
1	1955	51	0.6291966	0.9609141	1
1	1955	52	0.6029728	0.9629924	1
1	1955	53	0.5906044	0.9531235	1
1	1955	54	0.5525155	0.9679939	1
1	1955	55	0.6029406	0.9572091	1
1	1955	56	0.5181856	0.9395421	1
1	1955	57	0.52486	0.947087	1
1	1955	58	0.530341	0.9552994	1
1	1955	59	0.5019549	0.9527071	1
1	1955	60	0.545063	0.9304063	1
1	1955	61	0.5759658	0.9868442	1
1	1965	17	0.7135607	0.9969215	1
1	1965	18	0.8121871	0.9986744	1
1	1965	19	0.7785768	0.9985223	1
1	1965	20	0.8034954	0.9976209	1
1	1965	21	0.7979234	0.999913	1
